start,finish,"src_ip","dst_ip",duration,"num_dst_port","total_bytes","num_packets",mbps
"2017-07-05 11:43:35.858","2017-07-05 14:59:35.953","192.168.10.19","192.168.10.3","11760.094735",3,115836,9198,"9.8499206521"
"2017-07-05 11:42:48.350","2017-07-05 14:58:38.506","192.168.10.3","192.168.10.16","11750.155909",21,128118,9098,"10.903514897"
"2017-07-05 11:43:35.858","2017-07-05 14:59:35.953","192.168.10.3","192.168.10.19","11760.094893",24,168018,8986,"14.287129613"
"2017-07-05 11:43:26.983","2017-07-05 14:59:52.020","192.168.10.3","192.168.10.50","11785.036744",85,1001670,8344,"84.995068048"
"2017-07-05 11:42:52.552","2017-07-05 14:58:35.505","192.168.10.3","192.168.10.5","11742.953099",47,157828,8144,"13.440230807"
"2017-07-05 13:15:52.976","2017-07-05 13:17:49.835","173.194.131.75","192.168.10.15","116.858493",6,13238744,7842,"113288.676"
"2017-07-05 13:59:55.081","2017-07-05 14:01:53.955","104.16.40.35","192.168.10.14","118.873748",7,12691839,7792,"106767.383"
"2017-07-05 13:27:52.546","2017-07-05 13:42:18.478","173.194.131.106","192.168.10.15","865.931632",5,10196767,5883,"11775.4874"
"2017-07-05 13:07:15.035","2017-07-05 13:09:11.167","23.194.140.95","192.168.10.17","116.131650",11,12001709,5512,"103345.720"
"2017-07-05 11:44:57.720","2017-07-05 14:59:17.485","192.168.10.25","192.168.10.3","11659.765039",2,405166,5398,"34.749070727"
"2017-07-05 13:15:52.954","2017-07-05 13:17:49.642","192.168.10.15","173.194.131.75","116.688432",1,7197,5078,"61.6770650"
"2017-07-05 14:08:09.048","2017-07-05 14:10:22.671","93.184.215.129","192.168.10.9","133.622500",6,9357483,5011,"70029.2466"
"2017-07-05 11:56:22.820","2017-07-05 11:58:19.768","209.48.71.154","192.168.10.15","116.948039",1,10862079,4994,"92879.5308"
"2017-07-05 11:49:28.089","2017-07-05 11:53:42.190","23.15.4.17","192.168.10.14","254.101237",3,11638933,4754,"45804.3146"
"2017-07-05 11:50:59.270","2017-07-05 14:26:47.743","23.15.4.18","192.168.10.8","9348.472898",10,9453963,4753,"1011.284207"
"2017-07-05 13:59:55.066","2017-07-05 14:01:53.955","192.168.10.14","104.16.40.35","118.889013",1,24334,4744,"204.678291"
"2017-07-05 11:52:28.256","2017-07-05 11:54:24.822","23.15.4.17","192.168.10.8","116.566654",1,9812841,4620,"84182.2311"
"2017-07-05 13:17:10.157","2017-07-05 13:43:01.089","192.35.249.124","192.168.10.15","1550.931598",5,4566470,4593,"2944.340038"
"2017-07-05 13:00:33.927","2017-07-05 13:02:41.677","173.223.152.83","192.168.10.17","127.750421",22,6298479,4583,"49302.9999"
"2017-07-05 12:29:59.752","2017-07-05 12:41:16.103","69.4.95.11","192.168.10.8","676.350144",18,8738870,4511,"12920.6301"
"2017-07-05 11:46:30.036","2017-07-05 14:59:56.394","192.168.10.25","192.168.10.50","11606.358732",20,508247,4481,"43.790392124"
"2017-07-05 11:47:21.742","2017-07-05 11:49:18.845","23.15.4.18","192.168.10.5","117.102479",1,10680823,4278,"91209.1964"
"2017-07-05 13:07:15.012","2017-07-05 13:09:11.167","192.168.10.17","23.194.140.95","116.154908",2,71358,4203,"614.334782"
"2017-07-05 11:44:57.720","2017-07-05 14:59:17.485","192.168.10.3","192.168.10.25","11659.764847",120,983750,4141,"84.371341353"
"2017-07-05 11:59:29.574","2017-07-05 14:59:51.260","192.168.10.51","192.168.10.3","10821.685960",1,5708,4130,"0.52745940153"
"2017-07-05 11:49:28.074","2017-07-05 11:53:42.190","192.168.10.14","23.15.4.17","254.116422",1,4181,4092,"16.4530886"
"2017-07-05 11:59:29.574","2017-07-05 14:59:51.260","192.168.10.3","192.168.10.51","10821.685945",1,5886,4088,"0.54390785595"
"2017-07-05 13:27:52.524","2017-07-05 13:42:18.420","192.168.10.15","173.194.131.106","865.895894",1,5843,4045,"6.74792436"
"2017-07-05 12:00:08.388","2017-07-05 14:59:35.681","162.213.33.48","192.168.10.51","10767.293080",348,1338134,3954,"124.27766107"
"2017-07-05 14:10:56.686","2017-07-05 14:12:55.093","52.84.26.50","192.168.10.12","118.407164",10,5889162,3936,"49736.5345"
"2017-07-05 12:00:07.292","2017-07-05 14:59:35.586","192.168.10.51","162.213.33.48","10768.293335",1,274578,3820,"25.498748173"
"2017-07-05 12:23:36.517","2017-07-05 13:14:03.776","72.21.81.200","192.168.10.15","3027.259255",13,7881084,3714,"2603.372667"
"2017-07-05 12:12:39.486","2017-07-05 12:14:51.071","23.203.77.225","192.168.10.19","131.584110",6,6740332,3638,"51224.5134"
"2017-07-05 14:08:09.022","2017-07-05 14:10:22.671","192.168.10.9","93.184.215.129","133.648704",1,54448,3551,"407.396394"
"2017-07-05 14:28:23.119","2017-07-05 14:30:19.839","52.84.26.25","192.168.10.9","116.719716",10,5879434,3521,"50372.2438"
"2017-07-05 14:19:42.567","2017-07-05 14:22:46.340","172.217.7.164","192.168.10.5","183.773215",7,5968496,3488,"32477.5077"
"2017-07-05 11:50:59.251","2017-07-05 14:26:47.743","192.168.10.8","23.15.4.18","9348.491787",2,19968,3447,"2.135959517"
"2017-07-05 11:52:28.240","2017-07-05 11:54:24.822","192.168.10.8","23.15.4.17","116.582340",1,366,3437,"3.13941202"
"2017-07-05 14:01:22.634","2017-07-05 14:04:28.142","151.101.46.84","192.168.10.9","185.507994",8,5985062,3428,"32263.0948"
"2017-07-05 12:49:33.373","2017-07-05 12:52:41.910","64.71.142.113","192.168.10.15","188.536261",6,6937972,3421,"36799.1386"
"2017-07-05 12:18:35.496","2017-07-05 12:20:33.702","54.192.37.58","192.168.10.17","118.205922",5,5595504,3387,"47336.9176"
"2017-07-05 11:47:21.722","2017-07-05 11:49:18.845","192.168.10.5","23.15.4.18","117.122471",1,355,3357,"3.03101529"
"2017-07-05 12:23:36.493","2017-07-05 13:14:41.213","192.168.10.15","72.21.81.200","3064.719939",1,16913,3267,"5.518611924"
"2017-07-05 13:00:33.903","2017-07-05 13:02:41.677","192.168.10.17","173.223.152.83","127.774086",2,289748,3253,"2267.65856"
"2017-07-05 12:33:50.466","2017-07-05 14:30:08.279","172.217.3.110","192.168.10.15","6977.812500",9,5593489,3249,"801.6106767"
"2017-07-05 14:00:10.017","2017-07-05 14:24:53.237","52.84.32.107","192.168.10.15","1483.220173",22,6274200,3224,"4230.120460"
"2017-07-05 11:46:29.165","2017-07-05 14:59:56.395","192.168.10.50","192.168.10.25","11607.230020",101,237028,3221,"20.420720498"
"2017-07-05 12:29:59.724","2017-07-05 12:41:16.074","192.168.10.8","69.4.95.11","676.350067",1,72373,3179,"107.005238"
"2017-07-05 12:30:37.417","2017-07-05 12:32:36.425","151.101.20.69","192.168.10.19","119.007868",6,5144959,3161,"43232.0912"
"2017-07-05 12:14:42.399","2017-07-05 12:24:11.648","104.17.155.30","192.168.10.17","569.249072",3,6121479,3157,"10753.6038"
"2017-07-05 12:53:25.732","2017-07-05 12:56:33.404","104.16.165.179","192.168.10.51","187.671147",1,6246261,3141,"33283.0118"
"2017-07-05 14:23:15.790","2017-07-05 14:39:35.820","178.172.160.3","192.168.10.15","980.029937",151,3845305,2891,"3923.66075"
"2017-07-05 13:20:25.332","2017-07-05 13:22:23.139","52.84.26.180","192.168.10.51","117.806943",7,5809928,2887,"49317.3649"
"2017-07-05 11:51:12.409","2017-07-05 11:54:19.309","151.101.1.63","192.168.10.5","186.899991",3,6473502,2828,"34636.1814"
"2017-07-05 11:43:26.867","2017-07-05 14:59:52.031","192.168.10.50","192.168.10.12","11785.164519",85,284406,2800,"24.132543889"
"2017-07-05 14:08:28.892","2017-07-05 14:10:28.544","104.255.93.178","192.168.10.5","119.652660",7,5209383,2792,"43537.5444"
"2017-07-05 12:37:31.662","2017-07-05 12:39:57.044","151.101.45.5","192.168.10.9","145.382406",12,4141577,2763,"28487.4705"
"2017-07-05 11:43:26.867","2017-07-05 14:59:52.031","192.168.10.12","192.168.10.50","11785.164089",25,566734,2753,"48.088766157"
"2017-07-05 13:17:36.960","2017-07-05 13:18:15.051","173.194.185.40","192.168.10.15","38.090495",3,4711793,2743,"123699.97"
"2017-07-05 12:03:18.585","2017-07-05 14:58:53.260","192.168.10.51","192.168.10.50","10534.675303",27,600184,2694,"56.972235284"
"2017-07-05 13:49:48.703","2017-07-05 13:53:00.072","104.28.16.90","192.168.10.9","191.369517",8,3686252,2681,"19262.4826"
"2017-07-05 13:04:50.733","2017-07-05 13:06:22.494","208.111.178.234","192.168.10.8","91.761122",15,3959342,2670,"43148.361"
"2017-07-05 12:03:18.585","2017-07-05 14:58:53.260","192.168.10.50","192.168.10.51","10534.675252",87,270342,2630,"25.662110462"
"2017-07-05 13:45:58.111","2017-07-05 13:47:55.615","23.194.142.125","192.168.10.9","117.503616",15,5012778,2609,"42660.6275"
"2017-07-05 14:28:23.089","2017-07-05 14:30:19.839","192.168.10.9","52.84.26.25","116.749732",1,28103,2592,"240.711473"
"2017-07-05 12:57:09.208","2017-07-05 12:59:09.706","104.97.74.244","192.168.10.17","120.498824",21,4708053,2521,"39071.3605"
"2017-07-05 11:56:22.782","2017-07-05 11:58:19.768","192.168.10.15","209.48.71.154","116.985692",1,356,2495,"3.04310719"
"2017-07-05 11:49:48.191","2017-07-05 14:54:46.976","192.168.10.50","192.168.10.15","11098.785112",71,307796,2478,"27.732404664"
"2017-07-05 14:10:56.656","2017-07-05 14:12:55.093","192.168.10.12","52.84.26.50","118.436937",1,27740,2475,"234.217472"
"2017-07-05 12:12:39.456","2017-07-05 12:14:51.071","192.168.10.19","23.203.77.225","131.614514",1,54938,2466,"417.415969"
"2017-07-05 11:51:12.393","2017-07-05 11:54:19.309","192.168.10.5","151.101.1.63","186.915667",2,4683,2454,"25.0540796"
"2017-07-05 12:48:00.802","2017-07-05 13:58:35.042","172.217.10.46","192.168.10.14","4234.240042",7,4138697,2440,"977.4356104"
"2017-07-05 11:42:42.899","2017-07-05 14:58:10.742","192.168.10.50","192.168.10.17","11727.842740",68,291070,2438,"24.818716149"
"2017-07-05 14:00:09.987","2017-07-05 14:24:50.173","192.168.10.15","52.84.32.107","1480.186089",1,20383,2404,"13.77056584"
"2017-07-05 11:47:49.202","2017-07-05 14:59:58.199","192.168.10.50","192.168.10.16","11528.996785",73,229508,2376,"19.907022639"
"2017-07-05 11:58:01.041","2017-07-05 14:56:23.735","192.168.10.17","192.168.10.50","10702.693687",15,382202,2372,"35.710823011"
"2017-07-05 11:48:41.968","2017-07-05 14:58:43.889","192.168.10.16","192.168.10.50","11401.920374",23,504266,2349,"44.226409540"
"2017-07-05 12:16:53.142","2017-07-05 12:17:05.750","178.172.160.4","192.168.10.12","12.608014",123,3224951,2346,"255785.80"
"2017-07-05 13:17:10.127","2017-07-05 13:43:01.347","192.168.10.15","192.35.249.124","1551.219256",1,2801302,2346,"1805.871084"
"2017-07-05 11:44:54.548","2017-07-05 14:57:40.742","192.168.10.3","192.168.10.255","11566.194188",0,0,2346,0
"2017-07-05 11:49:48.191","2017-07-05 14:54:46.976","192.168.10.15","192.168.10.50","11098.785323",17,400510,2344,"36.085930879"
"2017-07-05 11:49:59.356","2017-07-05 13:47:07.663","172.217.12.206","192.168.10.15","7028.307382",10,3338256,2322,"474.9729655"
"2017-07-05 14:59:36.293","2017-07-05 14:59:59.395","222.161.220.100","192.168.10.8","23.101607",17,4126732,2309,"178633.98"
"2017-07-05 11:46:45.678","2017-07-05 14:58:01.774","192.168.10.50","192.168.10.5","11476.096571",72,278780,2308,"24.292231969"
"2017-07-05 13:05:10.246","2017-07-05 13:06:23.250","69.4.95.11","192.168.10.51","73.004170",6,4632882,2295,"63460.512"
"2017-07-05 11:44:12.038","2017-07-05 14:23:43.961","192.168.10.15","23.15.4.24","9571.923025",1,5070,2275,"0.5296741299"
"2017-07-05 13:56:49.208","2017-07-05 14:33:23.666","31.13.80.9","192.168.10.14","2194.458775",13,4064862,2275,"1852.330081"
"2017-07-05 14:53:07.637","2017-07-05 14:59:35.326","151.101.20.253","192.168.10.9","387.688854",35,2786593,2271,"7187.70471"
"2017-07-05 13:00:40.064","2017-07-05 13:02:40.677","184.29.141.235","192.168.10.17","120.613122",6,4309759,2270,"35732.0906"
"2017-07-05 13:57:36.124","2017-07-05 14:11:19.007","151.101.128.65","192.168.10.15","822.883280",2,3273264,2256,"3977.79865"
"2017-07-05 14:23:15.641","2017-07-05 14:39:41.239","192.168.10.15","178.172.160.3","985.598081",1,142153,2226,"144.230192"
"2017-07-05 11:44:12.053","2017-07-05 14:23:43.961","23.15.4.24","192.168.10.15","9571.907811",8,4540701,2226,"474.3778450"
"2017-07-05 13:02:33.111","2017-07-05 13:03:23.662","104.25.207.111","192.168.10.14","50.551478",10,3057570,2220,"60484.285"
"2017-07-05 14:53:30.905","2017-07-05 14:53:40.993","160.83.8.182","192.168.10.19","10.088828",6,2793715,2218,"276911.75"
"2017-07-05 11:46:45.678","2017-07-05 14:58:01.775","192.168.10.5","192.168.10.50","11476.096827",18,434936,2175,"37.899296822"
"2017-07-05 14:45:41.437","2017-07-05 14:47:37.471","151.101.208.69","192.168.10.14","116.033762",15,3286728,2172,"28325.6179"
"2017-07-05 12:43:37.551","2017-07-05 12:46:38.583","104.25.208.111","192.168.10.17","181.031717",8,3271408,2156,"18070.9107"
"2017-07-05 12:57:17.122","2017-07-05 12:57:26.515","160.83.8.182","192.168.10.51","9.392729",6,2679572,2152,"285281.5"
"2017-07-05 11:44:58.672","2017-07-05 14:58:28.113","192.168.10.25","192.168.10.255","11609.441018",0,0,2149,0
"2017-07-05 14:53:10.658","2017-07-05 14:56:11.635","54.192.37.251","192.168.10.9","180.977055",6,3589251,2123,"19832.6302"
"2017-07-05 11:47:29.191","2017-07-05 14:59:48.188","192.168.10.50","192.168.10.19","11538.997635",68,212226,2116,"18.392065474"
"2017-07-05 14:56:03.330","2017-07-05 14:57:21.059","174.35.73.138","192.168.10.19","77.729137",11,3353323,2115,"43141.133"
"2017-07-05 13:15:44.152","2017-07-05 13:43:01.348","192.168.10.15","162.208.20.178","1637.196340",1,192664,2108,"117.6792272"
"2017-07-05 11:54:40.252","2017-07-05 14:57:50.991","192.168.10.19","192.168.10.50","10990.738772",21,474126,2098,"43.138683380"
"2017-07-05 14:53:41.585","2017-07-05 14:54:57.652","160.17.5.1","192.168.10.12","76.066817",6,2445950,2096,"32155.283"
"2017-07-05 14:57:58.127","2017-07-05 14:59:59.121","151.101.20.69","192.168.10.15","120.993513",23,2728681,2066,"22552.2917"
"2017-07-05 13:45:58.088","2017-07-05 13:47:55.615","192.168.10.9","23.194.142.125","117.526722",1,48999,2061,"416.917950"
"2017-07-05 12:50:50.676","2017-07-05 12:52:49.789","52.84.29.142","192.168.10.5","119.112617",11,3302425,2058,"27725.2325"
"2017-07-05 12:17:00.060","2017-07-05 12:20:12.321","54.192.36.141","192.168.10.14","192.261174",2,4798520,2047,"24958.3413"
"2017-07-05 12:33:50.430","2017-07-05 14:30:08.279","192.168.10.15","172.217.3.110","6977.849027",2,36029,2022,"5.163338998"
"2017-07-05 11:45:19.062","2017-07-05 12:49:55.780","172.217.11.46","192.168.10.14","3876.718380",11,3230497,2016,"833.3071127"
"2017-07-05 12:16:57.159","2017-07-05 14:56:26.738","172.217.12.206","192.168.10.14","9569.578913",11,2626096,1970,"274.4212701"
"2017-07-05 14:01:22.602","2017-07-05 14:04:28.142","192.168.10.9","151.101.46.84","185.540438",1,9129,1968,"49.2022122"
"2017-07-05 11:46:52.991","2017-07-05 12:52:48.794","172.217.11.46","192.168.10.5","3955.803215",10,3259018,1966,"823.8574628"
"2017-07-05 11:45:17.209","2017-07-05 14:55:21.537","192.168.10.14","72.21.91.29","11404.328295",1,112111,1956,"9.8305658255"
"2017-07-05 12:16:52.997","2017-07-05 12:17:05.605","192.168.10.12","178.172.160.4","12.608049",1,111768,1943,"8864.8132"
"2017-07-05 14:19:42.525","2017-07-05 14:22:46.340","192.168.10.5","172.217.7.164","183.815210",2,27845,1924,"151.483656"
"2017-07-05 11:47:57.852","2017-07-05 14:56:05.994","192.168.10.50","192.168.10.8","11288.141613",66,198554,1916,"17.589609238"
"2017-07-05 13:56:49.185","2017-07-05 14:33:23.666","192.168.10.14","31.13.80.9","2194.480834",1,23614,1912,"10.76063169"
"2017-07-05 11:44:17.860","2017-07-05 11:44:20.208","91.189.88.149","192.168.10.12","2.348134",2,3918842,1909,1668918
"2017-07-05 12:39:56.684","2017-07-05 12:40:08.075","205.185.208.154","192.168.10.16","11.390937",11,3548134,1904,"311487.45"
"2017-07-05 12:27:20.338","2017-07-05 12:30:23.910","172.217.7.142","192.168.10.5","183.572059",1,3096140,1900,"16866.0744"
"2017-07-05 14:08:28.843","2017-07-05 14:10:28.544","192.168.10.5","104.255.93.178","119.701754",1,10644,1887,"88.9210027"
"2017-07-05 12:06:59.833","2017-07-05 12:08:20.727","192.0.77.2","192.168.10.17","80.894530",18,2794403,1883,"34543.782"
"2017-07-05 11:53:41.268","2017-07-05 14:50:58.253","172.217.9.238","192.168.10.15","10636.984918",25,2655485,1879,"249.64640079"
"2017-07-05 12:03:56.705","2017-07-05 12:07:00.078","52.84.85.209","192.168.10.16","183.372721",12,3211270,1863,"17512.2558"
"2017-07-05 12:57:09.184","2017-07-05 12:59:09.706","192.168.10.17","104.97.74.244","120.522182",1,26434,1862,"219.328920"
"2017-07-05 11:58:47.919","2017-07-05 11:59:13.329","192.168.10.25","52.84.86.104","25.409034",1,102176,1842,"4021.2469"
"2017-07-05 12:30:55.786","2017-07-05 12:32:52.525","23.208.163.130","192.168.10.16","116.738602",7,3545974,1829,"30375.3338"
"2017-07-05 11:47:57.852","2017-07-05 14:56:05.994","192.168.10.8","192.168.10.50","11288.141650",21,465806,1826,"41.265073955"
"2017-07-05 13:15:29.775","2017-07-05 13:16:17.390","104.17.56.121","192.168.10.15","47.614650",10,2604186,1822,"54692.957"
"2017-07-05 11:58:47.949","2017-07-05 11:59:13.358","52.84.86.104","192.168.10.25","25.409191",90,1619198,1815,"63724.894"
"2017-07-05 13:04:59.775","2017-07-05 13:06:57.031","23.208.163.130","192.168.10.51","117.256187",7,3612576,1809,"30809.2570"
"2017-07-05 12:14:24.239","2017-07-05 12:17:24.903","104.27.144.38","192.168.10.9","180.664565",20,2320648,1807,"12845.0645"
"2017-07-05 11:47:58.486","2017-07-05 14:57:40.207","192.168.10.8","72.21.91.29","11381.721043",1,117474,1771,"10.321286171"
"2017-07-05 12:37:31.630","2017-07-05 12:39:58.127","192.168.10.9","151.101.45.5","146.497655",1,59565,1765,"406.593539"
"2017-07-05 12:30:37.393","2017-07-05 12:32:36.425","192.168.10.19","151.101.20.69","119.031124",1,28023,1759,"235.425820"
"2017-07-05 12:39:16.410","2017-07-05 14:59:29.913","192.168.10.50","192.168.10.14","8413.503791",50,208212,1754,"24.74735915"
"2017-07-05 11:49:57.160","2017-07-05 14:51:02.246","192.168.10.15","72.21.91.29","10865.085767",1,104193,1751,"9.5897080091"
"2017-07-05 12:30:08.501","2017-07-05 12:30:17.094","198.255.77.108","192.168.10.17","8.593606",25,2881029,1751,"335252.6"
"2017-07-05 13:00:40.040","2017-07-05 13:02:40.678","192.168.10.17","184.29.141.235","120.637258",1,43685,1733,"362.118641"
"2017-07-05 12:59:50.920","2017-07-05 14:48:43.618","172.217.10.238","192.168.10.14","6532.698584",8,2958788,1727,"452.9197179"
"2017-07-05 14:48:30.487","2017-07-05 14:55:33.908","104.16.27.92","192.168.10.17","423.420825",2,3422036,1726,"8081.87930"
"2017-07-05 13:05:09.339","2017-07-05 13:05:19.488","195.142.107.70","192.168.10.51","10.149397",14,1934054,1725,"190558.51"
"2017-07-05 12:27:16.522","2017-07-05 14:23:57.311","172.217.10.78","192.168.10.5","7000.789546",9,2591044,1713,"370.1073976"
"2017-07-05 13:47:44.910","2017-07-05 13:49:48.137","66.61.169.153","192.168.10.17","123.226609",6,3236117,1710,"26261.5114"
"2017-07-05 11:43:42.254","2017-07-05 14:55:10.127","192.168.10.9","72.21.91.29","11487.873661",1,105659,1709,"9.1974374995"
"2017-07-05 11:48:58.628","2017-07-05 11:49:08.658","192.168.10.15","204.79.197.229","10.030044",1,147908,1706,"14746.496"
"2017-07-05 11:43:34.200","2017-07-05 14:57:46.928","192.168.10.50","192.168.10.9","11652.728052",56,185196,1696,"15.892930752"
"2017-07-05 13:15:44.237","2017-07-05 13:42:57.494","162.208.20.178","192.168.10.15","1633.256934",303,233476,1676,"142.9511764"
"2017-07-05 14:00:55.816","2017-07-05 14:03:58.726","52.84.26.179","192.168.10.16","182.910136",1,3635540,1676,"19876.0992"
"2017-07-05 13:17:36.938","2017-07-05 13:18:14.931","192.168.10.15","173.194.185.40","37.993064",1,2913,1655,"76.671890"
"2017-07-05 14:59:35.928","2017-07-05 14:59:59.679","192.168.10.8","222.161.220.100","23.750823",1,52698,1655,"2218.7863"
"2017-07-05 12:49:37.870","2017-07-05 12:52:46.174","23.194.141.28","192.168.10.12","188.304038",27,2657508,1654,"14112.8572"
"2017-07-05 14:53:07.614","2017-07-05 14:59:35.326","192.168.10.9","151.101.20.253","387.712336",1,47441,1650,"122.361337"
"2017-07-05 12:57:17.005","2017-07-05 12:57:26.515","192.168.10.51","160.83.8.182","9.509798",1,35029,1649,"3683.464"
"2017-07-05 12:39:16.410","2017-07-05 14:59:29.913","192.168.10.14","192.168.10.50","8413.503911",12,284900,1645,"33.86222946"
"2017-07-05 14:56:03.307","2017-07-05 14:57:21.059","192.168.10.19","174.35.73.138","77.752482",1,56587,1629,"727.78384"
"2017-07-05 13:43:52.464","2017-07-05 14:36:23.132","172.217.10.46","192.168.10.5","3150.667163",4,2928660,1627,"929.5364596"
"2017-07-05 14:53:30.788","2017-07-05 14:53:40.867","192.168.10.19","160.83.8.182","10.079081",1,34627,1627,"3435.5315"
"2017-07-05 13:49:48.675","2017-07-05 13:53:00.073","192.168.10.9","104.28.16.90","191.397896",2,80924,1618,"422.805066"
"2017-07-05 13:05:10.217","2017-07-05 13:06:23.221","192.168.10.51","69.4.95.11","73.004202",1,28087,1617,"384.73128"
"2017-07-05 11:48:06.260","2017-07-05 11:55:53.843","52.84.145.30","192.168.10.8","467.582881",8,2758917,1616,"5900.38069"
"2017-07-05 14:53:41.410","2017-07-05 14:54:57.476","192.168.10.12","160.17.5.1","76.065560",1,271724,1597,"3572.2343"
"2017-07-05 11:43:34.200","2017-07-05 14:57:46.928","192.168.10.9","192.168.10.50","11652.728225",17,373820,1590,"32.080041067"
