start,finish,"src_ip","dst_ip",duration,"num_dst_port","total_bytes","num_packets",mbps
"2017-07-03 12:38:45.499","2017-07-03 14:50:36.793","192.168.10.5","192.33.31.192","7911.293651",1,266774,13983,"33.72065452"
"2017-07-03 12:17:52.391","2017-07-03 14:51:18.157","192.168.10.8","192.168.10.3","9205.766838",6,213039,12370,"23.14190700"
"2017-07-03 13:51:36.016","2017-07-03 14:52:20.245","192.168.10.25","35.186.227.40","3644.229727",1,759872,12282,"208.5137483"
"2017-07-03 11:58:35.091","2017-07-03 14:52:21.452","192.168.10.25","192.168.10.3","10426.361475",2,522794,12278,"50.141557173"
"2017-07-03 12:04:27.698","2017-07-03 14:51:35.411","192.168.10.16","192.168.10.3","10027.712465",3,92966,12019,"9.2709080285"
"2017-07-03 12:17:52.391","2017-07-03 14:51:18.224","192.168.10.3","192.168.10.8","9205.832712",67,182962,11953,"19.87457362"
"2017-07-03 12:21:09.008","2017-07-03 14:51:31.533","192.168.10.15","192.168.10.3","9022.525457",6,322688,11903,"35.76470929"
"2017-07-03 12:28:59.668","2017-07-03 14:52:16.819","107.178.247.57","192.168.10.5","8597.151034",149,316738,11750,"36.84220491"
"2017-07-03 12:04:27.699","2017-07-03 14:51:35.411","192.168.10.3","192.168.10.16","10027.712485",21,123434,11663,"12.309287904"
"2017-07-03 12:29:05.313","2017-07-03 13:56:01.699","192.168.10.5","162.208.20.178","5216.385687",1,545052,11232,"104.4884394"
"2017-07-03 13:01:07.067","2017-07-03 13:26:25.211","192.168.10.12","23.111.11.111","1518.144264",1,820545,10999,"540.4921123"
"2017-07-03 12:29:05.398","2017-07-03 13:56:01.785","162.208.20.178","192.168.10.5","5216.386599",1602,6039880,10933,"1157.866635"
"2017-07-03 12:28:59.614","2017-07-03 14:52:16.819","192.168.10.5","107.178.247.57","8597.204490",1,2131026,10602,"247.8742948"
"2017-07-03 11:57:50.624","2017-07-03 14:52:22.671","192.168.10.50","192.168.10.3","10472.047035",3,1418956,10575,"135.49939140"
"2017-07-03 11:58:35.091","2017-07-03 14:52:21.389","192.168.10.3","192.168.10.25","10426.297370",152,1214980,10402,"116.53034216"
"2017-07-03 13:17:36.106","2017-07-03 14:26:11.439","104.16.27.92","192.168.10.25","4115.333398",174,14788677,10276,"3593.555022"
"2017-07-03 12:21:12.271","2017-07-03 14:51:31.533","192.168.10.3","192.168.10.15","9019.261648",53,279888,10040,"31.03225197"
"2017-07-03 13:51:36.071","2017-07-03 14:52:20.245","35.186.227.40","192.168.10.25","3644.174328",652,5434795,9418,"1491.365262"
"2017-07-03 13:01:07.087","2017-07-03 13:26:25.211","23.111.11.111","192.168.10.12","1518.124406",1342,763551,8305,"502.9568044"
"2017-07-03 12:09:56.207","2017-07-03 14:50:55.758","192.168.10.51","192.168.10.3","9659.551629",0,0,8168,0
"2017-07-03 12:09:55.245","2017-07-03 14:50:55.758","192.168.10.3","192.168.10.51","9660.513140",0,0,8050,0
"2017-07-03 12:18:45.876","2017-07-03 12:19:42.941","206.126.112.142","192.168.10.5","57.064966",1,16122696,7673,"282532.30"
"2017-07-03 12:02:29.952","2017-07-03 14:51:12.338","192.168.10.19","192.168.10.3","10122.386162",3,158580,7620,"15.666266576"
"2017-07-03 11:57:50.624","2017-07-03 14:52:22.671","192.168.10.3","192.168.10.50","10472.046671",128,1046046,7479,"99.889356195"
"2017-07-03 13:10:19.849","2017-07-03 14:34:32.815","104.16.25.92","192.168.10.25","5052.965243",322,8341305,7381,"1650.774268"
"2017-07-03 12:02:29.953","2017-07-03 14:51:12.498","192.168.10.3","192.168.10.19","10122.544767",35,220236,7353,"21.756979601"
"2017-07-03 13:17:36.090","2017-07-03 14:26:11.424","192.168.10.25","104.16.27.92","4115.333871",1,804555,7313,"195.5017564"
"2017-07-03 13:02:29.300","2017-07-03 14:50:34.871","99.192.248.32","192.168.10.25","6485.571066",47,14811444,7210,"2283.753250"
"2017-07-03 13:02:03.652","2017-07-03 14:50:14.454","104.16.26.92","192.168.10.25","6490.801714",169,9275131,7089,"1428.965390"
"2017-07-03 13:10:19.834","2017-07-03 14:34:32.800","192.168.10.25","104.16.25.92","5052.965340",1,514209,6901,"101.7638091"
"2017-07-03 12:46:00.476","2017-07-03 12:57:50.942","173.194.131.75","192.168.10.9","710.465663",7,13233708,6874,"18626.8087"
"2017-07-03 12:15:36.330","2017-07-03 12:34:36.614","104.16.165.179","192.168.10.16","1140.284137",8,11033577,6736,"9676.164600"
"2017-07-03 14:49:48.559","2017-07-03 14:51:45.495","52.84.145.125","192.168.10.17","116.935693",6,11881310,6550,"101605.504"
"2017-07-03 14:31:55.284","2017-07-03 14:32:54.674","104.16.165.179","192.168.10.5","59.389194",15,9512299,6472,"160168.85"
"2017-07-03 12:18:45.859","2017-07-03 12:19:42.926","192.168.10.5","206.126.112.142","57.067604",1,0,6123,"0.0000000"
"2017-07-03 12:46:00.454","2017-07-03 12:57:50.913","192.168.10.9","173.194.131.75","710.458430",1,8124,5745,"11.4348703"
"2017-07-03 12:12:52.678","2017-07-03 12:14:49.669","208.185.118.89","192.168.10.14","116.991115",1,10752363,5484,"91907.5180"
"2017-07-03 12:29:16.793","2017-07-03 12:31:16.784","54.192.36.8","192.168.10.14","119.991587",10,14614050,5454,"121792.288"
"2017-07-03 13:02:04.594","2017-07-03 14:49:50.711","178.239.182.230","192.168.10.25","6466.116154",58,9977402,5329,"1543.028576"
"2017-07-03 13:02:03.637","2017-07-03 14:50:14.439","192.168.10.25","104.16.26.92","6490.801782",1,481507,5277,"74.18297711"
"2017-07-03 12:38:51.993","2017-07-03 14:49:16.301","172.217.12.174","192.168.10.5","7824.307337",3,31160,5187,"3.982461151"
"2017-07-03 12:21:35.276","2017-07-03 12:32:55.963","208.185.118.89","192.168.10.15","680.687258",5,10772066,5071,"15825.2793"
"2017-07-03 13:52:06.355","2017-07-03 14:52:19.865","93.184.215.245","192.168.10.25","3613.510052",58,8832165,4807,"2444.206567"
"2017-07-03 13:39:31.139","2017-07-03 14:50:42.978","104.16.24.92","192.168.10.25","4271.839644",145,5543715,4584,"1297.734808"
"2017-07-03 12:12:52.649","2017-07-03 12:14:49.669","192.168.10.14","208.185.118.89","117.019605",1,349,4498,"2.98240624"
"2017-07-03 12:08:34.837","2017-07-03 14:50:53.779","192.168.10.5","239.255.255.250","9738.942441",0,0,4358,0
"2017-07-03 13:02:04.478","2017-07-03 14:49:50.711","192.168.10.25","178.239.182.230","6466.232375",2,90268,4317,"13.95990660"
"2017-07-03 12:24:21.073","2017-07-03 14:12:31.978","23.15.4.17","192.168.10.8","6490.904238",5,9822906,4208,"1513.333989"
"2017-07-03 13:18:36.980","2017-07-03 13:20:34.252","54.192.37.161","192.168.10.16","117.272450",9,6792442,4151,"57920.1850"
"2017-07-03 12:15:50.670","2017-07-03 14:16:52.591","172.217.10.226","192.168.10.16","7261.921078",22,328118,4131,"45.18336078"
"2017-07-03 12:10:53.085","2017-07-03 12:11:25.675","205.185.216.10","192.168.10.14","32.589478",1,7526716,4117,"230955.40"
"2017-07-03 13:24:49.507","2017-07-03 13:26:58.712","23.208.107.31","192.168.10.51","129.205565",22,5950363,4115,"46053.4575"
"2017-07-03 12:14:49.515","2017-07-03 12:16:46.788","54.192.37.6","192.168.10.9","117.272950",9,6849282,4106,"58404.6193"
"2017-07-03 12:21:35.246","2017-07-03 12:32:55.963","192.168.10.15","208.185.118.89","680.717248",1,1217,4047,"1.78782013"
"2017-07-03 12:33:12.304","2017-07-03 12:33:53.964","117.27.232.35","192.168.10.15","41.659872",17,6994674,4024,"167899.56"
"2017-07-03 14:30:03.499","2017-07-03 14:30:22.789","195.225.138.216","192.168.10.25","19.289662",1,6492593,3963,"336584.07"
"2017-07-03 13:39:31.124","2017-07-03 14:50:42.964","192.168.10.25","104.16.24.92","4271.839908",1,330627,3780,"77.39686110"
"2017-07-03 12:15:50.634","2017-07-03 14:16:52.591","192.168.10.16","172.217.10.226","7261.957408",1,257073,3758,"35.39995976"
"2017-07-03 14:31:55.269","2017-07-03 14:32:54.674","192.168.10.5","104.16.165.179","59.404510",1,51021,3643,"858.87418"
"2017-07-03 13:17:16.084","2017-07-03 14:23:08.562","205.185.208.154","192.168.10.12","3952.477802",58,4144830,3631,"1048.666231"
"2017-07-03 12:12:13.664","2017-07-03 14:52:05.224","162.213.33.44","192.168.10.51","9591.559857",310,1188034,3590,"123.8624392"
"2017-07-03 12:54:00.925","2017-07-03 13:20:30.712","206.217.206.48","192.168.10.15","1589.786811",3,6305062,3495,"3965.979562"
"2017-07-03 12:20:06.269","2017-07-03 12:23:25.152","64.71.142.113","192.168.10.8","198.882634",6,7146914,3478,"35935.3346"
"2017-07-03 13:55:10.429","2017-07-03 14:52:01.487","192.168.10.25","23.194.182.12","3411.057733",1,198199,3446,"58.10485061"
"2017-07-03 11:57:36.113","2017-07-03 14:50:00.556","192.168.10.17","192.168.10.3","10344.443218",3,140336,3437,"13.566317398"
"2017-07-03 13:02:29.248","2017-07-03 14:50:34.820","192.168.10.25","99.192.248.32","6485.571824",1,38556,3433,"5.944888292"
"2017-07-03 12:43:05.691","2017-07-03 14:00:11.393","172.217.9.238","192.168.10.12","4625.701892",11,5718474,3383,"1236.239199"
"2017-07-03 12:12:12.569","2017-07-03 14:52:05.129","192.168.10.51","162.213.33.44","9592.559634",1,241289,3383,"25.15376596"
"2017-07-03 13:07:28.422","2017-07-03 13:40:16.888","192.168.10.12","151.101.208.166","1968.466102",1,534173,3326,"271.3650997"
"2017-07-03 12:45:04.396","2017-07-03 12:46:49.060","206.126.112.142","192.168.10.51","104.663619",3,6858368,3326,"65527.7169"
"2017-07-03 14:15:32.240","2017-07-03 14:22:19.825","104.20.114.18","192.168.10.19","407.584943",34,4646270,3273,"11399.5134"
"2017-07-03 11:57:36.113","2017-07-03 14:50:00.556","192.168.10.3","192.168.10.17","10344.443156",31,194678,3245,"18.819572699"
"2017-07-03 13:32:08.093","2017-07-03 13:33:13.055","178.239.182.230","192.168.10.14","64.962207",10,5870903,3216,"90374.131"
"2017-07-03 12:15:36.314","2017-07-03 12:34:36.614","192.168.10.16","104.16.165.179","1140.300225",1,115721,3181,"101.4829231"
"2017-07-03 14:49:48.537","2017-07-03 14:51:45.495","192.168.10.17","52.84.145.125","116.958026",1,6744,3135,"57.6617118"
"2017-07-03 13:53:57.852","2017-07-03 14:22:04.993","192.168.10.25","104.88.87.78","1687.141580",1,177587,3094,"105.2590975"
"2017-07-03 14:12:02.426","2017-07-03 14:16:16.444","205.185.208.154","192.168.10.51","254.018285",41,3429186,3075,"13499.7605"
"2017-07-03 12:10:53.065","2017-07-03 12:11:25.655","192.168.10.14","205.185.216.10","32.589693",1,4473,3058,"137.25198"
"2017-07-03 13:27:37.120","2017-07-03 13:29:35.032","23.194.108.106","192.168.10.16","117.911434",15,5580643,3036,"47329.1080"
"2017-07-03 12:53:06.482","2017-07-03 14:20:52.421","192.168.10.25","172.217.12.194","5265.938752",2,378215,3031,"71.82290144"
"2017-07-03 13:27:04.392","2017-07-03 14:52:20.629","192.168.10.25","52.71.109.106","5116.236747",1,145953,3013,"28.52741326"
"2017-07-03 13:51:24.560","2017-07-03 13:59:36.692","151.101.65.5","192.168.10.16","492.131980",11,4394984,2957,"8930.49869"
"2017-07-03 12:15:46.970","2017-07-03 14:49:18.934","172.217.3.110","192.168.10.5","9211.963721",6,77482,2940,"8.411018795"
"2017-07-03 12:01:15.642","2017-07-03 14:49:54.890","192.168.10.25","192.168.10.12","10119.248323",1,134463,2907,"13.287844680"
"2017-07-03 12:24:21.058","2017-07-03 14:12:38.500","192.168.10.8","23.15.4.17","6497.442166",1,10021,2903,"1.542299222"
"2017-07-03 12:45:57.651","2017-07-03 13:03:43.278","198.54.12.145","192.168.10.9","1065.626500",12,471267,2901,"442.2440696"
"2017-07-03 12:14:49.485","2017-07-03 12:16:46.788","192.168.10.9","54.192.37.6","117.302527",1,26435,2893,"225.357464"
"2017-07-03 13:24:49.484","2017-07-03 13:26:58.713","192.168.10.51","23.208.107.31","129.228969",2,283367,2889,"2192.75138"
"2017-07-03 12:38:51.957","2017-07-03 14:49:16.240","192.168.10.5","172.217.12.174","7824.283345",1,2326,2823,"0.2972796226"
"2017-07-03 13:32:24.370","2017-07-03 14:43:39.246","172.217.10.129","192.168.10.25","4274.875940",57,3495395,2787,"817.6599857"
"2017-07-03 14:19:10.760","2017-07-03 14:27:56.777","192.229.211.82","192.168.10.16","526.016742",30,4397699,2768,"8360.37839"
"2017-07-03 12:19:26.978","2017-07-03 14:50:02.551","192.168.10.51","192.168.10.50","9035.573286",20,495988,2753,"54.89280916"
"2017-07-03 12:54:00.882","2017-07-03 13:20:49.048","192.168.10.15","206.217.206.48","1608.165805",1,68616,2745,"42.66724226"
"2017-07-03 12:19:26.978","2017-07-03 14:50:02.551","192.168.10.50","192.168.10.51","9035.573236",82,320352,2734,"35.45452974"
"2017-07-03 12:52:06.398","2017-07-03 12:52:17.898","178.172.160.5","192.168.10.12","11.500547",148,3713043,2732,"322857.95"
"2017-07-03 12:37:59.795","2017-07-03 13:00:08.705","69.4.95.11","192.168.10.9","1328.909410",30,4389622,2717,"3303.176249"
"2017-07-03 14:30:36.472","2017-07-03 14:31:22.935","104.24.12.111","192.168.10.14","46.463484",10,3783053,2709,"81419.917"
"2017-07-03 12:45:56.834","2017-07-03 13:03:43.376","192.35.249.124","192.168.10.9","1066.542517",1,2779342,2659,"2605.936431"
"2017-07-03 13:01:07.865","2017-07-03 13:42:10.017","192.168.10.12","151.101.20.166","2462.152725",1,435227,2658,"176.7668575"
"2017-07-03 12:43:03.817","2017-07-03 14:43:41.611","52.84.145.201","192.168.10.25","7237.794260",39,4260602,2624,"588.6602806"
"2017-07-03 13:52:06.329","2017-07-03 14:52:19.865","192.168.10.25","93.184.215.245","3613.535677",1,55409,2605,"15.33373542"
"2017-07-03 12:33:04.270","2017-07-03 14:50:44.625","192.168.10.25","172.217.12.130","8260.355113",2,289160,2596,"35.00575896"
"2017-07-03 14:21:02.322","2017-07-03 14:23:00.571","104.88.83.72","192.168.10.51","118.249297",21,4643355,2585,"39267.5062"
"2017-07-03 13:07:28.445","2017-07-03 13:40:16.911","151.101.208.166","192.168.10.12","1968.465848",367,254195,2573,"129.1335586"
"2017-07-03 12:30:21.379","2017-07-03 12:33:17.727","192.168.10.5","52.72.233.147","176.348046",1,1616519,2551,"9166.63970"
"2017-07-03 13:24:54.475","2017-07-03 13:26:54.714","104.88.90.110","192.168.10.51","120.238259",6,4676257,2550,"38891.5894"
"2017-07-03 12:15:13.638","2017-07-03 14:51:32.791","192.168.10.25","172.217.6.226","9379.152676",2,296873,2549,"31.65243282"
"2017-07-03 11:57:58.582","2017-07-03 14:47:34.065","192.168.10.50","192.168.10.255","10175.482775",0,0,2537,0
"2017-07-03 13:51:36.279","2017-07-03 14:52:17.605","192.168.10.25","35.186.253.0","3641.326037",1,173369,2525,"47.61150148"
"2017-07-03 12:37:58.843","2017-07-03 12:59:10.097","195.142.107.70","192.168.10.9","1271.253926",41,1931322,2518,"1519.225987"
"2017-07-03 14:43:01.836","2017-07-03 14:45:00.551","52.84.143.115","192.168.10.15","118.715303",9,4659417,2494,"39248.6637"
"2017-07-03 12:20:06.193","2017-07-03 12:23:25.152","192.168.10.8","64.71.142.113","198.958534",1,11476,2477,"57.6803607"
"2017-07-03 12:10:47.715","2017-07-03 14:49:42.890","192.168.10.50","192.168.10.5","9535.175330",74,305522,2464,"32.04157128"
"2017-07-03 12:33:11.942","2017-07-03 12:33:53.588","192.168.10.15","117.27.232.35","41.645747",1,53487,2463,"1284.3328"
"2017-07-03 13:27:04.443","2017-07-03 14:52:20.679","52.71.109.106","192.168.10.25","5116.236802",278,259906,2458,"50.80022877"
"2017-07-03 12:45:47.767","2017-07-03 13:51:31.724","192.168.10.5","162.208.22.34","3943.956477",1,119052,2441,"30.18593149"
"2017-07-03 12:58:02.582","2017-07-03 12:59:24.766","208.111.178.234","192.168.10.5","82.184371",11,3767436,2437,"45841.271"
"2017-07-03 12:21:28.951","2017-07-03 14:31:26.641","172.217.10.110","192.168.10.5","7797.689809",1,4888,2425,"0.6268523268"
"2017-07-03 13:18:36.950","2017-07-03 13:20:34.252","192.168.10.16","54.192.37.161","117.302053",1,26445,2419,"225.443625"
"2017-07-03 12:45:47.807","2017-07-03 13:51:31.765","162.208.22.34","192.168.10.5","3943.957873",347,1312013,2415,"332.6640502"
"2017-07-03 12:24:10.114","2017-07-03 14:51:26.731","192.168.10.50","192.168.10.15","8836.616651",72,265626,2400,"30.05969485"
"2017-07-03 12:30:53.519","2017-07-03 12:32:31.880","165.254.0.90","192.168.10.15","98.361243",1,4498124,2383,"45730.654"
"2017-07-03 12:28:44.418","2017-07-03 14:45:36.810","35.186.253.0","192.168.10.5","8212.391412",43,2509833,2371,"305.6153651"
"2017-07-03 12:10:47.715","2017-07-03 14:49:42.890","192.168.10.5","192.168.10.50","9535.175464",17,424646,2327,"44.53468125"
"2017-07-03 14:30:03.370","2017-07-03 14:30:22.789","192.168.10.25","195.225.138.216","19.418987",1,577,2316,"29.713187"
"2017-07-03 12:24:10.114","2017-07-03 14:51:26.731","192.168.10.15","192.168.10.50","8836.616637",19,450426,2293,"50.97267637"
"2017-07-03 12:45:57.592","2017-07-03 13:03:44.322","192.168.10.9","198.54.12.145","1066.729289",2,3055375,2277,"2864.245908"
"2017-07-03 12:22:27.156","2017-07-03 12:22:52.172","199.167.65.22","192.168.10.51","25.016112",49,3243899,2274,"129672.39"
"2017-07-03 13:17:16.064","2017-07-03 14:23:08.542","192.168.10.12","205.185.208.154","3952.477379",1,173999,2271,"44.02276934"
"2017-07-03 12:52:06.252","2017-07-03 12:52:17.752","192.168.10.12","178.172.160.5","11.500551",1,134381,2268,"11684.745"
"2017-07-03 12:29:16.763","2017-07-03 12:31:14.784","192.168.10.14","54.192.36.8","118.021001",1,41147,2206,"348.641341"
"2017-07-03 13:32:36.745","2017-07-03 13:32:45.821","160.83.8.182","192.168.10.9","9.076246",6,2771887,2204,"305400.2"
"2017-07-03 12:53:06.519","2017-07-03 14:20:52.421","172.217.12.194","192.168.10.25","5265.901908",184,1107225,2200,"210.2631267"
"2017-07-03 13:51:36.963","2017-07-03 14:52:19.072","192.229.211.40","192.168.10.25","3642.108547",51,3510232,2195,"963.7911541"
"2017-07-03 12:24:27.125","2017-07-03 13:57:50.338","192.168.10.14","192.0.77.2","5603.213267",1,18088,2193,"3.228147696"
"2017-07-03 12:24:27.149","2017-07-03 13:57:50.338","192.0.77.2","192.168.10.14","5603.188889",19,4532066,2188,"808.8369123"
"2017-07-03 12:37:59.765","2017-07-03 13:00:08.677","192.168.10.9","69.4.95.11","1328.911868",1,249471,2164,"187.7257672"
"2017-07-03 12:06:29.006","2017-07-03 14:10:57.343","172.217.11.14","192.168.10.14","7468.337031",9,3361120,2154,"450.0493197"
"2017-07-03 12:45:40.603","2017-07-03 12:47:39.091","23.208.163.130","192.168.10.15","118.488693",7,4199244,2150,"35440.0398"
"2017-07-03 12:18:18.419","2017-07-03 13:46:39.798","172.217.10.110","192.168.10.14","5301.378760",3,2968761,2139,"559.9979051"
"2017-07-03 13:03:01.744","2017-07-03 14:28:53.945","192.168.10.25","172.217.7.2","5152.200270",2,246351,2128,"47.81471742"
"2017-07-03 12:48:31.418","2017-07-03 13:03:21.893","192.168.10.9","162.208.20.178","890.474751",1,87584,2126,"98.3565226"
"2017-07-03 12:02:11.794","2017-07-03 14:24:02.998","172.217.10.238","192.168.10.9","8511.203501",13,3210555,2124,"377.2151611"
"2017-07-03 12:43:04.408","2017-07-03 14:43:13.702","192.168.10.25","23.208.162.98","7209.293675",1,135581,2124,"18.80641934"
"2017-07-03 13:55:10.453","2017-07-03 14:52:01.487","23.194.182.12","192.168.10.25","3411.034216",268,273790,2123,"80.26597878"
"2017-07-03 14:19:10.673","2017-07-03 14:27:56.777","192.168.10.16","192.229.211.82","526.103713",1,68695,2122,"130.573114"
"2017-07-03 13:02:04.304","2017-07-03 13:02:57.577","151.101.22.84","192.168.10.25","53.272363",4,3424308,2115,"64279.259"
"2017-07-03 13:43:40.289","2017-07-03 13:47:01.529","104.24.11.111","192.168.10.16","201.240709",12,3764506,2106,"18706.4835"
"2017-07-03 14:09:05.819","2017-07-03 14:11:06.789","23.15.4.17","192.168.10.15","120.969894",7,3847006,2106,"31801.3505"
"2017-07-03 12:12:28.378","2017-07-03 12:12:42.767","163.171.72.197","192.168.10.14","14.389163",8,3176969,2104,"220789.01"
"2017-07-03 13:19:53.199","2017-07-03 13:25:00.748","151.101.20.200","192.168.10.5","307.549057",13,2977346,2095,"9680.88158"
"2017-07-03 14:25:27.151","2017-07-03 14:26:43.289","160.17.5.1","192.168.10.9","76.138540",6,2384005,2085,"31311.409"
"2017-07-03 12:30:55.367","2017-07-03 13:55:56.931","172.217.9.238","192.168.10.15","5101.563056",5,3488044,2082,"683.7206483"
"2017-07-03 12:24:09.439","2017-07-03 12:56:58.395","192.229.173.173","192.168.10.17","1968.956214",39,2558395,2078,"1299.366122"
"2017-07-03 12:44:56.881","2017-07-03 12:45:14.933","169.54.221.59","192.168.10.51","18.052026",14,4125344,2077,"228525.26"
"2017-07-03 11:57:58.622","2017-07-03 14:51:02.887","192.168.10.12","192.168.10.50","10384.264547",22,449956,2073,"43.330560192"
"2017-07-03 14:02:03.740","2017-07-03 14:17:32.777","104.16.28.92","192.168.10.25","929.037489",28,3065218,2070,"3299.34802"
"2017-07-03 13:41:06.461","2017-07-03 13:43:05.502","151.101.20.69","192.168.10.14","119.040820",19,2817614,2058,"23669.3094"
"2017-07-03 11:57:28.104","2017-07-03 14:49:09.547","192.168.10.3","192.168.10.255","10301.443258",0,0,2020,0
"2017-07-03 12:12:28.149","2017-07-03 12:12:42.521","192.168.10.14","163.171.72.197","14.372553",1,19086,2006,"1327.9478"
"2017-07-03 12:23:15.722","2017-07-03 12:37:15.446","172.217.10.110","192.168.10.12","839.724081",2,3278003,1995,"3903.66678"
"2017-07-03 12:15:13.676","2017-07-03 14:51:32.791","172.217.6.226","192.168.10.25","9379.115394",148,1215579,1990,"129.6048667"
"2017-07-03 13:03:00.899","2017-07-03 14:50:19.178","151.101.1.108","192.168.10.25","6438.278260",23,2826194,1989,"438.9673583"
"2017-07-03 12:33:03.194","2017-07-03 14:28:43.104","172.217.10.142","192.168.10.9","6939.909811",4,3228222,1988,"465.1677166"
"2017-07-03 12:06:57.958","2017-07-03 13:38:39.921","172.217.9.238","192.168.10.16","5501.963420",16,3146389,1986,"571.8665792"
"2017-07-03 13:10:23.150","2017-07-03 14:50:29.674","192.168.10.25","172.217.6.194","6006.523761",2,212475,1985,"35.37403804"
"2017-07-03 12:53:16.479","2017-07-03 13:04:42.129","151.101.46.84","192.168.10.25","685.650103",24,3122016,1982,"4553.36620"
"2017-07-03 12:27:17.546","2017-07-03 12:30:28.781","23.217.22.161","192.168.10.14","191.234815",7,3693425,1976,"19313.5596"
"2017-07-03 13:32:24.333","2017-07-03 14:43:39.246","192.168.10.25","172.217.10.129","4274.912782",1,73564,1975,"17.20830430"
"2017-07-03 13:51:36.333","2017-07-03 14:52:17.605","35.186.253.0","192.168.10.25","3641.272393",118,1218399,1975,"334.6080349"
"2017-07-03 13:27:34.995","2017-07-03 14:51:05.607","192.168.10.25","34.192.107.197","5010.612496",1,95617,1972,"19.08289657"
"2017-07-03 14:15:32.225","2017-07-03 14:22:19.810","192.168.10.19","104.20.114.18","407.585229",1,58548,1971,"143.646030"
"2017-07-03 13:01:07.888","2017-07-03 13:42:10.017","151.101.20.166","192.168.10.12","2462.128961",288,245266,1968,"99.61541572"
"2017-07-03 12:01:49.834","2017-07-03 14:51:30.438","172.217.11.14","192.168.10.12","10180.603602",9,3178290,1968,"312.19072308"
"2017-07-03 12:01:39.175","2017-07-03 14:51:02.887","192.168.10.50","192.168.10.12","10163.712020",63,191186,1964,"18.810647097"
"2017-07-03 12:02:04.332","2017-07-03 14:13:58.920","172.217.11.14","192.168.10.9","7914.587852",12,3153113,1935,"398.3925707"
"2017-07-03 12:33:04.306","2017-07-03 14:50:44.661","172.217.12.130","192.168.10.25","8260.355013",161,1062722,1929,"128.6533083"
"2017-07-03 14:43:01.814","2017-07-03 14:45:00.551","192.168.10.15","52.84.143.115","118.737376",1,33588,1927,"282.876388"
"2017-07-03 12:30:53.496","2017-07-03 12:32:31.880","192.168.10.15","165.254.0.90","98.384468",1,573,1924,"5.8240900"
"2017-07-03 13:53:57.875","2017-07-03 14:22:04.993","104.88.87.78","192.168.10.25","1687.118462",240,242988,1908,"144.0254526"
"2017-07-03 12:34:06.909","2017-07-03 14:31:36.314","172.217.12.174","192.168.10.12","7049.405045",15,3029591,1901,"429.7654881"
"2017-07-03 13:07:53.889","2017-07-03 13:09:55.977","23.208.104.19","192.168.10.51","122.087221",7,3810066,1901,"31207.7380"
"2017-07-03 12:43:03.695","2017-07-03 12:43:25.090","125.212.216.123","192.168.10.12","21.395104",147,1816862,1885,"84919.521"
